depth,cali,gr,density,nphi,res
8292,12.135,80.317,2.372,0.453,0.996
8292.5,12.118,81.387,2.372,0.462,0.999
8293,12.125,86.66,2.367,0.46,1
8293.5,12.095,89.095,2.364,0.46,0.999
8294,12.125,87.792,2.37,0.49,0.994
8294.5,12.135,89.597,2.373,0.465,0.988
8295,12.118,86.665,2.374,0.466,0.983
8295.5,12.135,87.893,2.367,0.441,0.982
8296,12.129,81.869,2.358,0.434,0.983
8296.5,12.118,83.177,2.362,0.391,0.981
8297,12.13,82.761,2.374,0.39,0.975
8297.5,12.129,84.45,2.375,0.418,0.966
8298,12.13,84.764,2.365,0.445,0.959
8298.5,12.13,81.771,2.349,0.444,0.953
8299,12.139,80.326,2.344,0.457,0.946
8299.5,12.145,80.093,2.333,0.455,0.938
8300,12.141,82.275,2.328,0.441,0.933
8300.5,12.129,85.152,2.328,0.407,0.933
8301,12.123,85.142,2.331,0.405,0.941
8301.5,12.132,82.88,2.337,0.412,0.953
8302,12.113,81.128,2.334,0.422,0.963
8302.5,12.115,79.019,2.326,0.418,0.969
8303,12.152,79.406,2.323,0.425,0.975
8303.5,12.157,77.712,2.328,0.415,0.982
8304,12.168,76.567,2.329,0.42,0.986
8304.5,12.162,74.792,2.326,0.421,0.987
8305,12.18,74.404,2.321,0.444,0.986
8305.5,12.18,76.442,2.326,0.443,0.982
8306,12.186,81.218,2.323,0.435,0.978
8306.5,12.175,84.445,2.322,0.453,0.973
8307,12.179,84.958,2.315,0.45,0.968
8307.5,12.182,86.196,2.312,0.464,0.962
8308,12.184,85.365,2.309,0.425,0.964
8308.5,12.209,83.806,2.308,0.439,0.968
8309,12.238,82.262,2.304,0.447,0.968
8309.5,12.237,80.831,2.306,0.459,0.965
8310,12.239,80.721,2.305,0.451,0.963
8310.5,12.236,80.48,2.317,0.422,0.963
8311,12.237,81.21,2.326,0.418,0.964
8311.5,12.25,84.26,2.327,0.419,0.971
8312,12.264,82.817,2.317,0.45,0.983
8312.5,12.25,82.465,2.311,0.463,1.002
8313,12.255,80.397,2.307,0.463,1.03
8313.5,12.244,79.396,2.302,0.45,1.055
8314,12.23,80.197,2.3,0.44,1.082
8314.5,12.132,80.496,2.302,0.454,1.103
8315,12.049,84.936,2.312,0.479,1.119
8315.5,12.019,87.632,2.315,0.474,1.138
8316,12.012,87.343,2.317,0.466,1.16
8316.5,12.019,84.292,2.314,0.444,1.169
8317,12.017,83.876,2.318,0.46,1.165
8317.5,12.022,85.265,2.33,0.443,1.165
8318,12.015,85.561,2.349,0.419,1.168
8318.5,12.092,82.102,2.363,0.395,1.159
8319,12.141,81.271,2.377,0.395,1.138
8319.5,12.177,80.957,2.365,0.408,1.109
8320,12.177,82.246,2.354,0.431,1.083
8320.5,12.182,81.142,2.364,0.466,1.057
8321,12.18,84.623,2.387,0.499,1.031
8321.5,12.18,83.153,2.402,0.501,1.006
8322,12.178,82.084,2.402,0.478,0.983
8322.5,12.177,80.722,2.406,0.456,0.97
8323,12.182,81.634,2.402,0.441,0.964
8323.5,12.177,80.457,2.398,0.443,0.962
8324,12.184,73.407,2.387,0.436,0.966
8324.5,12.184,73.54,2.373,0.447,0.972
8325,12.175,73.257,2.373,0.463,0.98
8325.5,12.189,76.89,2.383,0.46,0.994
8326,12.219,77.243,2.385,0.448,1.01
8326.5,12.225,78.046,2.377,0.428,1.017
8327,12.191,80.988,2.388,0.421,1.014
8327.5,12.182,78.878,2.406,0.426,1.01
8328,12.239,83.393,2.411,0.418,1.013
8328.5,12.233,82.631,2.41,0.451,1.016
8329,12.239,86.265,2.405,0.442,1.017
8329.5,12.237,83.626,2.405,0.464,1.023
8330,12.239,85.409,2.403,0.447,1.039
8330.5,12.231,86.644,2.409,0.445,1.06
8331,12.187,87.638,2.405,0.438,1.08
8331.5,12.182,84.749,2.406,0.44,1.097
8332,12.172,83.359,2.399,0.471,1.109
8332.5,12.18,84.292,2.397,0.464,1.115
8333,12.182,85.773,2.402,0.464,1.115
8333.5,12.226,84.456,2.409,0.476,1.111
8334,12.235,80.419,2.416,0.495,1.108
8334.5,12.239,81.361,2.396,0.507,1.104
8335,12.238,81.605,2.381,0.468,1.101
8335.5,12.235,86.118,2.376,0.473,1.1
8336,12.236,85.804,2.367,0.463,1.101
8336.5,12.235,86.776,2.372,0.481,1.108
8337,12.241,85.861,2.361,0.501,1.119
8337.5,12.238,88.019,2.361,0.489,1.131
8338,12.235,88.607,2.356,0.466,1.141
8338.5,12.235,88.093,2.363,0.442,1.145
8339,12.241,87.364,2.35,0.444,1.146
8339.5,12.235,84.858,2.33,0.454,1.148
8340,12.235,85.73,2.316,0.452,1.15
8340.5,12.236,86.168,2.312,0.439,1.154
8341,12.241,89.788,2.324,0.431,1.159
8341.5,12.232,91.248,2.343,0.415,1.165
8342,12.23,86.837,2.337,0.417,1.176
8342.5,12.233,86.32,2.329,0.424,1.195
8343,12.248,84.941,2.31,0.421,1.22
8343.5,12.235,90.396,2.311,0.416,1.25
8344,12.228,90.074,2.312,0.415,1.283
8344.5,12.233,92.159,2.334,0.395,1.322
8345,12.248,88.599,2.354,0.395,1.362
8345.5,12.226,86.945,2.362,0.375,1.393
8346,12.241,87.153,2.348,0.392,1.42
8346.5,12.23,87.468,2.326,0.393,1.438
8347,12.241,89.506,2.316,0.404,1.443
8347.5,12.237,88.39,2.308,0.409,1.431
8348,12.244,87.751,2.298,0.399,1.395
8348.5,12.25,88.39,2.296,0.399,1.347
8349,12.253,89.319,2.299,0.401,1.297
8349.5,12.251,89.968,2.319,0.432,1.252
8350,12.251,90.617,2.339,0.427,1.203
8350.5,12.248,86.259,2.35,0.439,1.152
8351,12.239,85.985,2.35,0.425,1.106
8351.5,12.235,86.215,2.346,0.422,1.061
8352,12.233,89.288,2.344,0.404,1.024
8352.5,12.241,87.777,2.344,0.396,0.996
8353,12.239,84.901,2.329,0.378,0.973
8353.5,12.231,83.856,2.332,0.382,0.952
8354,12.253,87.579,2.341,0.401,0.935
8354.5,12.243,87.233,2.352,0.438,0.92
8355,12.26,87.872,2.356,0.453,0.908
8355.5,12.264,87.418,2.354,0.453,0.901
8356,12.273,87.732,2.35,0.458,0.897
8356.5,12.267,87.109,2.357,0.443,0.895
8357,12.276,86.244,2.353,0.42,0.895
8357.5,12.273,90.394,2.347,0.408,0.897
8358,12.271,89.556,2.34,0.412,0.898
8358.5,12.255,88.615,2.339,0.442,0.899
8359,12.248,86.262,2.352,0.481,0.899
8359.5,12.251,87.722,2.364,0.481,0.897
8360,12.241,93.134,2.368,0.485,0.895
8360.5,12.238,96.093,2.359,0.447,0.893
8361,12.239,96.975,2.369,0.437,0.89
8361.5,12.231,92.687,2.368,0.405,0.887
8362,12.237,87.841,2.373,0.42,0.884
8362.5,12.239,86.636,2.365,0.43,0.882
8363,12.233,84.021,2.375,0.446,0.882
8363.5,12.237,82.561,2.381,0.439,0.887
8364,12.241,79.477,2.382,0.447,0.895
8364.5,12.251,78.37,2.384,0.437,0.904
8365,12.276,80.792,2.397,0.438,0.912
8365.5,12.278,82.647,2.425,0.418,0.92
8366,12.266,83.673,2.433,0.419,0.928
8366.5,12.274,80.945,2.425,0.424,0.936
8367,12.274,81.443,2.414,0.463,0.947
8367.5,12.246,82.507,2.4,0.454,0.961
8368,12.239,83.533,2.386,0.457,0.972
8368.5,12.239,81.166,2.383,0.456,0.978
8369,12.239,79.95,2.38,0.465,0.982
8369.5,12.246,79.545,2.396,0.45,0.987
8370,12.209,81.452,2.402,0.418,0.99
8370.5,12.219,81.624,2.396,0.428,0.995
8371,12.209,85.305,2.389,0.428,0.999
8371.5,12.214,85.257,2.389,0.43,1.004
8372,12.214,84.699,2.401,0.443,1.008
8372.5,12.205,82.052,2.405,0.435,1.012
8373,12.212,79.638,2.409,0.44,1.015
8373.5,12.214,77.934,2.41,0.422,1.018
8374,12.218,74.728,2.398,0.443,1.02
8374.5,12.212,78.633,2.398,0.45,1.019
8375,12.212,82.235,2.39,0.48,1.016
8375.5,12.214,87.033,2.397,0.488,1.012
8376,12.223,87.184,2.393,0.476,1.006
8376.5,12.216,86.016,2.396,0.47,0.999
8377,12.214,84.657,2.39,0.45,0.994
8377.5,12.216,82.396,2.391,0.465,0.995
8378,12.214,81.799,2.396,0.45,0.999
8378.5,12.243,78.938,2.394,0.442,1.008
8379,12.251,80.873,2.409,0.442,1.018
8379.5,12.248,82.514,2.415,0.433,1.029
8380,12.262,83.164,2.43,0.442,1.042
8380.5,12.25,81.3,2.42,0.435,1.058
8381,12.248,81.716,2.411,0.431,1.074
8381.5,12.237,85.763,2.394,0.421,1.083
8382,12.199,86.242,2.383,0.426,1.087
8382.5,12.198,83.149,2.399,0.442,1.086
8383,12.209,80.826,2.451,0.467,1.077
8383.5,12.192,78.968,2.491,0.479,1.066
8384,12.205,77.742,2.467,0.476,1.053
8384.5,12.2,77.378,2.41,0.467,1.037
8385,12.226,77.856,2.373,0.465,1.025
8385.5,12.237,77.377,2.374,0.472,1.018
8386,12.239,75.188,2.377,0.447,1.011
8386.5,12.233,75.707,2.387,0.457,1.006
8387,12.23,79.987,2.386,0.443,1.004
8387.5,12.236,80.086,2.376,0.476,1.004
8388,12.241,78.341,2.379,0.472,1.008
8388.5,12.237,74.151,2.383,0.47,1.01
8389,12.216,73.817,2.397,0.465,1.01
8389.5,12.241,74.232,2.397,0.428,1.011
8390,12.244,75.359,2.405,0.431,1.011
8390.5,12.26,77.464,2.399,0.42,1.01
8391,12.237,80.313,2.394,0.429,1.008
8391.5,12.228,79.493,2.382,0.448,1.009
8392,12.253,74.792,2.371,0.469,1.013
8392.5,12.267,72.998,2.373,0.493,1.013
8393,12.237,74.859,2.366,0.456,1.014
8393.5,12.236,78.185,2.377,0.448,1.016
8394,12.239,76.725,2.381,0.428,1.015
8394.5,12.225,75.469,2.399,0.456,1.016
8395,12.203,76.777,2.393,0.445,1.018
8395.5,12.268,77.335,2.396,0.465,1.02
8396,12.276,80.785,2.393,0.456,1.028
8396.5,12.3,78.324,2.395,0.469,1.035
8397,12.276,80.655,2.378,0.459,1.045
8397.5,12.276,76.981,2.367,0.483,1.057
8398,12.268,78.459,2.353,0.502,1.07
8398.5,12.276,75.669,2.351,0.499,1.088
8399,12.276,77.568,2.356,0.474,1.118
8399.5,12.278,77.577,2.37,0.439,1.162
8400,12.301,76.642,2.394,0.403,1.206
8400.5,12.34,79.107,2.412,0.395,1.232
8401,12.339,78.592,2.419,0.356,1.245
8401.5,12.349,82.53,2.426,0.378,1.249
8402,12.354,79.822,2.425,0.378,1.234
8402.5,12.34,82.316,2.412,0.424,1.203
8403,12.373,81.505,2.391,0.427,1.165
8403.5,12.384,82.884,2.389,0.466,1.123
8404,12.388,82.446,2.403,0.479,1.083
8404.5,12.375,81.582,2.395,0.507,1.046
8405,12.377,78.995,2.398,0.498,1.023
8405.5,12.354,78.498,2.405,0.496,1.01
8406,12.338,77.072,2.408,0.481,1.002
8406.5,12.333,79.497,2.394,0.455,0.998
8407,12.301,78.614,2.39,0.437,0.999
8407.5,12.302,80.083,2.393,0.439,1.003
8408,12.28,78.389,2.394,0.466,1.005
8408.5,12.274,81.138,2.386,0.491,1.006
8409,12.29,80.174,2.388,0.511,1.01
8409.5,12.269,81.543,2.397,0.493,1.012
8410,12.269,77.351,2.397,0.487,1.009
8410.5,12.283,78.368,2.389,0.47,1.008
8411,12.297,78.196,2.391,0.495,1.011
8411.5,12.292,80.847,2.396,0.502,1.013
8412,12.285,81.667,2.396,0.488,1.008
8412.5,12.287,83.181,2.399,0.472,1.004
8413,12.28,80.729,2.401,0.462,1.009
8413.5,12.27,82.707,2.397,0.452,1.015
8414,12.271,79.724,2.388,0.46,1.022
8414.5,12.276,81.536,2.385,0.461,1.032
8415,12.276,78.991,2.39,0.475,1.043
8415.5,12.273,80.735,2.404,0.472,1.052
8416,12.274,82.165,2.404,0.463,1.056
8416.5,12.273,80.977,2.403,0.468,1.059
8417,12.267,80.793,2.402,0.465,1.064
8417.5,12.267,81.441,2.398,0.466,1.07
8418,12.241,80.954,2.399,0.488,1.08
8418.5,12.241,79.795,2.383,0.483,1.095
8419,12.244,75.994,2.386,0.497,1.11
8419.5,12.241,78.662,2.391,0.495,1.123
8420,12.244,78.456,2.4,0.467,1.127
8420.5,12.236,82.5,2.4,0.441,1.122
8421,12.239,79.507,2.393,0.41,1.114
8421.5,12.248,79.007,2.392,0.423,1.107
8422,12.237,77.558,2.393,0.413,1.094
8422.5,12.235,82.152,2.4,0.424,1.077
8423,12.228,87.058,2.393,0.432,1.061
8423.5,12.216,87.22,2.392,0.447,1.049
8424,12.198,85.012,2.386,0.457,1.039
8424.5,12.194,85.612,2.389,0.467,1.031
8425,12.189,83.999,2.385,0.466,1.028
8425.5,12.18,82.55,2.4,0.471,1.032
8426,12.182,78.595,2.4,0.477,1.033
8426.5,12.171,80.705,2.406,0.509,1.03
8427,12.191,84.069,2.405,0.496,1.027
8427.5,12.211,85.195,2.405,0.491,1.023
8428,12.194,85.387,2.409,0.459,1.021
8428.5,12.202,83.673,2.413,0.455,1.024
8429,12.206,84.088,2.414,0.454,1.034
8429.5,12.198,82.336,2.4,0.489,1.052
8430,12.2,81.875,2.404,0.482,1.08
8430.5,12.199,81.053,2.41,0.493,1.116
8431,12.22,82.705,2.412,0.466,1.16
8431.5,12.205,80.084,2.408,0.466,1.209
8432,12.218,80.418,2.392,0.423,1.251
8432.5,12.212,81.787,2.368,0.41,1.299
8433,12.244,84.613,2.353,0.399,1.343
8433.5,12.25,85.932,2.347,0.423,1.375
8434,12.258,81.614,2.348,0.447,1.384
8434.5,12.249,82.611,2.357,0.454,1.367
8435,12.255,79.488,2.353,0.446,1.334
8435.5,12.26,81.97,2.343,0.413,1.301
8436,12.246,82.345,2.343,0.404,1.275
8436.5,12.255,83.844,2.353,0.397,1.252
8437,12.258,78.439,2.386,0.404,1.233
8437.5,12.253,76.958,2.405,0.401,1.217
8438,12.255,76.585,2.418,0.426,1.207
8438.5,12.255,81.008,2.407,0.431,1.2
8439,12.253,81.517,2.395,0.452,1.197
8439.5,12.277,82.185,2.393,0.42,1.195
8440,12.28,82.559,2.396,0.424,1.189
8440.5,12.278,80.551,2.41,0.398,1.18
8441,12.29,78.515,2.407,0.407,1.171
8441.5,12.294,77.876,2.407,0.411,1.156
8442,12.269,78.534,2.4,0.439,1.139
8442.5,12.275,75.767,2.403,0.467,1.13
8443,12.274,75.757,2.397,0.466,1.117
8443.5,12.27,78.263,2.387,0.455,1.096
8444,12.274,82.913,2.378,0.425,1.069
8444.5,12.274,81.999,2.382,0.417,1.044
8445,12.276,77.537,2.385,0.423,1.02
8445.5,12.27,76.058,2.39,0.45,0.996
8446,12.276,78.321,2.373,0.458,0.975
8446.5,12.273,81.638,2.366,0.474,0.956
8447,12.267,81.647,2.357,0.472,0.939
8447.5,12.28,81.424,2.355,0.483,0.926
8448,12.267,84.343,2.359,0.494,0.917
8448.5,12.28,83.937,2.362,0.497,0.915
8449,12.281,86.241,2.37,0.465,0.916
8449.5,12.305,83.164,2.367,0.435,0.916
8450,12.315,84.154,2.374,0.426,0.916
8450.5,12.307,78.858,2.37,0.447,0.917
8451,12.301,78.821,2.369,0.444,0.919
8451.5,12.296,78.597,2.376,0.437,0.92
8452,12.309,80.186,2.382,0.424,0.924
8452.5,12.29,78.287,2.385,0.408,0.931
8453,12.267,81.972,2.384,0.412,0.941
8453.5,12.28,85.147,2.381,0.434,0.952
8454,12.269,88.245,2.367,0.451,0.967
8454.5,12.285,88.994,2.363,0.452,0.986
8455,12.292,87.213,2.361,0.454,1.002
8455.5,12.28,87.532,2.372,0.468,1.013
8456,12.277,84.603,2.376,0.466,1.017
8456.5,12.274,82.056,2.378,0.465,1.019
8457,12.262,79.937,2.377,0.443,1.019
8457.5,12.307,79.603,2.368,0.433,1.017
8458,12.312,81.377,2.364,0.444,1.018
8458.5,12.302,80.233,2.365,0.484,1.019
8459,12.29,77.169,2.377,0.492,1.021
8459.5,12.285,79.801,2.373,0.486,1.021
8460,12.295,78.949,2.373,0.462,1.027
8460.5,12.278,82.1,2.37,0.451,1.039
8461,12.239,77.268,2.371,0.453,1.049
8461.5,12.268,78.129,2.382,0.451,1.055
8462,12.372,77.5,2.391,0.455,1.059
8462.5,12.423,77.84,2.398,0.433,1.069
8463,12.501,77.924,2.393,0.437,1.074
8463.5,12.606,77.633,2.399,0.443,1.081
8464,12.523,77.874,2.404,0.425,1.096
8464.5,12.384,81.272,2.403,0.409,1.114
8465,12.384,83.712,2.415,0.392,1.122
8465.5,12.378,81.853,2.439,0.399,1.124
8466,12.386,79.094,2.429,0.392,1.129
8466.5,12.378,79.569,2.396,0.418,1.128
8467,12.381,78.494,2.366,0.446,1.123
8467.5,12.379,79.069,2.382,0.456,1.109
8468,12.386,77.53,2.435,0.476,1.078
8468.5,12.381,78.519,2.471,0.484,1.057
8469,12.381,78.584,2.432,0.521,1.055
8469.5,12.378,76.416,2.384,0.487,1.063
8470,12.367,76.245,2.376,0.454,1.076
8470.5,12.361,78.861,2.396,0.42,1.086
8471,12.295,78.009,2.397,0.411,1.096
8471.5,12.251,82.043,2.388,0.422,1.115
8472,12.244,78.444,2.39,0.411,1.134
8472.5,12.237,80.225,2.392,0.442,1.137
8473,12.228,78.462,2.392,0.452,1.126
8473.5,12.237,77.327,2.397,0.486,1.118
8474,12.239,77.259,2.406,0.469,1.113
8474.5,12.239,77.774,2.42,0.452,1.11
8475,12.221,80.713,2.416,0.439,1.104
8475.5,12.186,80.462,2.399,0.425,1.096
8476,12.184,80.462,2.388,0.404,1.099
8476.5,12.171,79.053,2.386,0.399,1.115
8477,12.186,77.042,2.392,0.392,1.137
8477.5,12.168,77.797,2.389,0.43,1.155
8478,12.18,79.346,2.385,0.421,1.166
8478.5,12.202,81.815,2.375,0.426,1.169
8479,12.205,80.071,2.373,0.433,1.166
8479.5,12.198,78.599,2.374,0.427,1.156
8480,12.209,76.739,2.39,0.436,1.136
8480.5,12.205,76.81,2.396,0.421,1.11
8481,12.202,75.794,2.382,0.44,1.092
8481.5,12.194,78.069,2.38,0.443,1.08
8482,12.205,80.244,2.396,0.433,1.075
8482.5,12.207,79.547,2.415,0.42,1.067
8483,12.201,79.933,2.436,0.42,1.062
8483.5,12.219,78.075,2.432,0.418,1.056
8484,12.221,79.546,2.422,0.426,1.049
8484.5,12.205,75.589,2.398,0.453,1.048
8485,12.202,75.744,2.397,0.456,1.049
8485.5,12.207,76.915,2.401,0.439,1.044
8486,12.194,82.261,2.401,0.42,1.034
8486.5,12.202,87.848,2.4,0.423,1.03
8487,12.205,87.141,2.398,0.439,1.044
8487.5,12.191,85.681,2.403,0.412,1.064
8488,12.189,81.885,2.399,0.412,1.074
8488.5,12.166,80.568,2.401,0.4,1.085
8489,12.141,82.202,2.399,0.415,1.11
8489.5,12.125,82.115,2.413,0.386,1.138
8490,12.125,81.808,2.422,0.361,1.159
8490.5,12.134,78.609,2.422,0.355,1.172
8491,12.136,80.248,2.405,0.373,1.188
8491.5,12.127,81.93,2.39,0.396,1.206
8492,12.134,81.955,2.405,0.395,1.21
8492.5,12.159,79.318,2.416,0.394,1.2
8493,12.182,82.336,2.411,0.412,1.186
8493.5,12.209,82.346,2.384,0.429,1.177
8494,12.2,81.235,2.377,0.456,1.173
8494.5,12.2,76.609,2.379,0.424,1.159
8495,12.2,75.293,2.368,0.418,1.137
8495.5,12.198,75.697,2.35,0.437,1.122
8496,12.2,76.481,2.347,0.451,1.115
8496.5,12.2,78.417,2.355,0.45,1.118
8497,12.2,76.868,2.373,0.414,1.125
8497.5,12.2,76.462,2.385,0.407,1.124
8498,12.186,76.272,2.397,0.406,1.121
8498.5,12.172,78.872,2.405,0.406,1.12
8499,12.143,79.115,2.387,0.43,1.124
8499.5,12.145,75.981,2.368,0.427,1.142
8500,12.145,78.637,2.371,0.415,1.166
8500.5,12.161,79.024,2.378,0.392,1.18
8501,12.173,84.547,2.384,0.399,1.184
8501.5,12.182,81.495,2.382,0.383,1.183
8502,12.17,81.4,2.398,0.406,1.187
8502.5,12.161,78.924,2.415,0.394,1.188
8503,12.166,78.906,2.413,0.425,1.169
8503.5,12.166,77.598,2.396,0.42,1.137
8504,12.131,78.28,2.38,0.427,1.106
8504.5,12.12,82.009,2.369,0.43,1.075
8505,12.106,81.251,2.378,0.423,1.042
8505.5,12.102,78.918,2.388,0.445,1.012
8506,12.111,75.336,2.393,0.445,0.991
8506.5,12.108,76.713,2.368,0.441,0.981
8507,12.111,77.841,2.349,0.425,0.98
8507.5,12.108,79.578,2.348,0.449,0.98
8508,12.108,81.291,2.351,0.479,0.978
8508.5,12.113,84.149,2.351,0.49,0.978
8509,12.108,84.416,2.352,0.501,0.987
8509.5,12.106,86.608,2.348,0.499,1.001
8510,12.107,85.135,2.349,0.513,1.018
8510.5,12.111,86.095,2.354,0.487,1.028
8511,12.111,88.008,2.353,0.489,1.028
8511.5,12.104,88.364,2.357,0.456,1.017
8512,12.106,88.488,2.355,0.468,0.996
8512.5,12.104,87.458,2.358,0.444,0.975
8513,12.119,88.331,2.362,0.466,0.96
8513.5,12.095,87.769,2.38,0.448,0.947
8514,12.092,83.415,2.389,0.43,0.926
8514.5,12.092,81.439,2.387,0.441,0.899
8515,12.084,80.307,2.382,0.449,0.877
8515.5,12.097,81.191,2.363,0.507,0.872
8516,12.076,77.608,2.35,0.494,0.878
8516.5,12.068,76.248,2.345,0.489,0.882
8517,12.079,75.445,2.346,0.443,0.889
8517.5,12.095,77.606,2.372,0.425,0.903
8518,12.097,77.778,2.398,0.418,0.922
8518.5,12.15,77.874,2.397,0.428,0.935
8519,12.147,78.422,2.367,0.447,0.937
8519.5,12.134,76.977,2.344,0.451,0.935
8520,12.157,76.024,2.349,0.469,0.925
8520.5,12.172,75.546,2.354,0.465,0.913
8521,12.157,77.241,2.361,0.493,0.901
8521.5,12.164,78.295,2.377,0.481,0.893
8522,12.159,77.159,2.374,0.464,0.879
8522.5,12.131,76.462,2.365,0.446,0.864
8523,12.132,75.579,2.363,0.426,0.855
8523.5,12.164,78.329,2.371,0.423,0.851
8524,12.182,76.771,2.369,0.429,0.855
8524.5,12.191,78.16,2.369,0.463,0.857
8525,12.184,76.174,2.365,0.457,0.861
8525.5,12.166,76.204,2.375,0.477,0.867
8526,12.187,71.905,2.378,0.473,0.879
8526.5,12.239,73.532,2.381,0.482,0.9
8527,12.237,73.532,2.386,0.44,0.93
8527.5,12.251,77.561,2.405,0.429,0.945
8528,12.23,75.729,2.394,0.437,0.948
8528.5,12.223,74.603,2.375,0.465,0.948
8529,12.212,75.118,2.355,0.468,0.947
8529.5,12.175,77.389,2.355,0.443,0.947
8530,12.166,78.443,2.355,0.413,0.943
8530.5,12.168,76.586,2.359,0.42,0.928
8531,12.182,76.576,2.362,0.446,0.899
8531.5,12.184,79.081,2.361,0.467,0.872
8532,12.182,84.906,2.363,0.478,0.855
8532.5,12.173,86.386,2.371,0.476,0.844
8533,12.186,85.981,2.373,0.47,0.833
8533.5,12.174,81.498,2.365,0.456,0.821
8534,12.172,81.812,2.34,0.46,0.808
8534.5,12.203,83.336,2.319,0.465,0.792
8535,12.219,85.229,2.301,0.441,0.779
8535.5,12.203,82.48,2.304,0.43,0.765
8536,12.2,78.52,2.31,0.43,0.755
8536.5,12.186,75.528,2.318,0.423,0.75
8537,12.172,73.488,2.319,0.432,0.747
8537.5,12.175,74.725,2.334,0.428,0.753
8538,12.182,76.511,2.334,0.436,0.778
8538.5,12.177,77.44,2.345,0.42,0.814
8539,12.175,76.944,2.351,0.395,0.857
8539.5,12.186,74.314,2.358,0.389,0.909
8540,12.18,75.344,2.368,0.39,0.964
8540.5,12.182,79.652,2.373,0.391,1.031
8541,12.18,81.383,2.38,0.399,1.116
8541.5,12.184,80.139,2.374,0.393,1.182
8542,12.182,77.553,2.358,0.416,1.226
8542.5,12.18,78.455,2.365,0.413,1.253
8543,12.184,78.653,2.382,0.416,1.265
8543.5,12.18,76.971,2.382,0.411,1.272
8544,12.188,75.093,2.389,0.424,1.29
8544.5,12.173,75.995,2.395,0.419,1.309
8545,12.18,78.154,2.393,0.403,1.318
8545.5,12.177,79.171,2.4,0.399,1.317
8546,12.177,78.981,2.422,0.422,1.304
8546.5,12.186,78.099,2.443,0.414,1.275
8547,12.219,78.09,2.441,0.432,1.245
8547.5,12.237,78.414,2.421,0.406,1.219
8548,12.237,79.287,2.403,0.438,1.201
8548.5,12.228,82.713,2.393,0.418,1.184
8549,12.248,83.209,2.393,0.411,1.162
8549.5,12.232,83.118,2.386,0.397,1.143
8550,12.237,80.262,2.397,0.387,1.131
8550.5,12.237,79.198,2.392,0.421,1.123
8551,12.235,77.733,2.384,0.426,1.116
8551.5,12.241,77.788,2.379,0.432,1.11
8552,12.239,76.777,2.391,0.42,1.105
8552.5,12.237,79.65,2.397,0.421,1.104
8553,12.235,79.664,2.395,0.424,1.107
8553.5,12.239,80.26,2.387,0.415,1.108
8554,12.257,79.277,2.379,0.416,1.108
8554.5,12.253,78.484,2.38,0.422,1.107
8555,12.264,76.636,2.393,0.445,1.106
8555.5,12.253,72.887,2.404,0.421,1.109
8556,12.262,71.984,2.4,0.409,1.113
8556.5,12.258,75.788,2.397,0.373,1.115
8557,12.258,78.585,2.403,0.386,1.119
8557.5,12.251,81.211,2.42,0.375,1.122
8558,12.26,78.985,2.435,0.4,1.127
8558.5,12.259,78.598,2.443,0.406,1.137
8559,12.264,77.969,2.424,0.426,1.154
8559.5,12.253,83.126,2.392,0.432,1.174
8560,12.26,83.754,2.375,0.435,1.193
8560.5,12.26,82.384,2.388,0.422,1.207
8561,12.262,78.931,2.387,0.41,1.215
8561.5,12.271,76.054,2.377,0.401,1.217
8562,12.267,74.611,2.364,0.393,1.204
8562.5,12.276,76.441,2.394,0.372,1.157
8563,12.274,77.365,2.426,0.35,1.077
8563.5,12.281,77.744,2.427,0.38,1.002
8564,12.317,76.365,2.387,0.428,0.934
8564.5,12.315,79.247,2.341,0.457,0.879
8565,12.306,80.473,2.33,0.463,0.835
8565.5,12.315,78.679,2.329,0.453,0.791
8566,12.306,75.899,2.333,0.481,0.763
8566.5,12.287,76.783,2.321,0.472,0.759
8567,12.269,76.81,2.313,0.483,0.769
8567.5,12.267,76.702,2.316,0.455,0.794
8568,12.271,77.513,2.323,0.467,0.831
8568.5,12.255,79.226,2.335,0.461,0.868
8569,12.248,77.595,2.37,0.446,0.906
8569.5,12.223,77.361,2.395,0.44,0.949
8570,12.212,78.126,2.41,0.432,1.008
8570.5,12.205,81.381,2.407,0.455,1.072
8571,12.209,76.925,2.403,0.45,1.127
8571.5,12.207,75.076,2.395,0.478,1.16
8572,12.239,72.064,2.394,0.452,1.177
8572.5,12.233,71.082,2.404,0.464,1.189
8573,12.237,70.359,2.408,0.441,1.193
8573.5,12.235,72.956,2.407,0.468,1.187
8574,12.236,74.075,2.403,0.454,1.169
8574.5,12.241,72.621,2.405,0.451,1.145
8575,12.207,72.63,2.403,0.439,1.125
8575.5,12.253,75.137,2.401,0.428,1.112
8576,12.276,77.074,2.388,0.421,1.104
8576.5,12.271,75.685,2.389,0.428,1.097
8577,12.271,75.143,2.377,0.432,1.094
8577.5,12.289,77.741,2.354,0.45,1.09
8578,12.276,77.236,2.345,0.466,1.091
8578.5,12.237,78.269,2.357,0.471,1.094
8579,12.237,78.178,2.372,0.46,1.094
8579.5,12.233,80.802,2.357,0.459,1.093
8580,12.246,80.733,2.343,0.455,1.097
8580.5,12.216,80.662,2.36,0.446,1.099
8581,12.237,79.416,2.373,0.448,1.099
8581.5,12.189,79.863,2.39,0.486,1.102
8582,12.177,77.429,2.447,0.468,1.101
8582.5,12.152,77.122,2.515,0.468,1.094
